City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Armizonskoye,RU,2021-05-28 01:37:44,55.9461,67.6736,49.41,62,7,2.13
279,Port Blair,IN,2021-05-28 01:33:50,11.6667,92.75,80.64,89,40,0.0
280,Lagoa,PT,2021-05-28 01:32:31,39.05,-27.9833,58.44,59,82,5.12
281,Morondava,MG,2021-05-28 01:37:44,-20.2833,44.2833,66.51,85,1,6.67
282,Nagaur,IN,2021-05-28 01:37:45,27.2,73.7333,91.81,36,5,15.79
283,Ugoofaaru,MV,2021-05-28 01:37:45,5.6667,73.0,82.22,77,43,19.75
284,Kiunga,PG,2021-05-28 01:37:46,-6.1219,141.2906,84.96,61,100,4.27
285,Hithadhoo,MV,2021-05-28 01:30:17,-0.6,73.0833,81.72,79,100,19.08
286,Natal,BR,2021-05-28 01:35:37,-5.795,-35.2094,77.22,83,40,8.25
287,Rassvet,RU,2021-05-28 01:37:46,46.8333,40.75,66.4,80,96,2.24
288,Itoman,JP,2021-05-28 01:37:46,26.1247,127.6694,84.58,92,75,14.97
289,Lagunas,PE,2021-05-28 01:37:47,-5.2269,-75.6753,74.73,87,9,1.95
290,Bilma,NE,2021-05-28 01:29:07,18.6853,12.9164,84.63,7,1,5.17
291,Kathu,TH,2021-05-28 01:32:23,7.9178,98.3332,82.62,88,100,9.82
292,Nzerekore,GN,2021-05-28 01:37:48,7.7562,-8.8179,70.3,99,48,1.81
293,Salalah,OM,2021-05-28 01:29:20,17.0151,54.0924,82.49,83,40,6.91
294,Vrangel,RU,2021-05-28 01:37:48,42.7297,133.0839,52.07,88,100,4.43
295,Lewistown,US,2021-05-28 01:37:48,40.5992,-77.5714,67.89,1,1,8.05
296,Dorchester,US,2021-05-28 01:37:49,33.1002,-80.3831,81.18,74,20,6.24
297,Kuryk,KZ,2021-05-28 01:37:49,43.2,51.65,64.02,77,0,1.07
298,Sitka,US,2021-05-28 01:27:59,57.0531,-135.33,48.09,76,90,8.05
299,Beloha,MG,2021-05-28 01:31:57,-25.1667,45.05,61.65,96,4,5.14
300,Buraydah,SA,2021-05-28 01:30:28,26.326,43.975,91.85,18,90,5.23
301,Mounana,GA,2021-05-28 01:37:50,-1.4085,13.1586,70.59,90,99,1.97
302,Calabozo,VE,2021-05-28 01:37:50,8.9242,-67.4293,75.18,91,85,2.24
303,Moose Factory,CA,2021-05-28 01:31:19,51.2585,-80.6094,37.4,65,90,4.61
304,Gornopravdinsk,RU,2021-05-28 01:37:51,60.05,69.9,43.93,57,99,4.45
305,Pangkalanbuun,ID,2021-05-28 01:33:55,-2.6833,111.6167,86.07,70,20,3.22
306,Lompoc,US,2021-05-28 01:28:47,34.6391,-120.4579,70.57,77,90,16.11
307,Owensboro,US,2021-05-28 01:30:39,37.7742,-87.1133,77.05,89,100,6.02
308,Telford,GB,2021-05-28 01:37:48,52.6766,-2.4493,52.48,73,90,1.63
309,Zeya,RU,2021-05-28 01:30:25,53.75,127.2667,56.97,53,100,5.06
310,Umea,SE,2021-05-28 01:35:06,63.8284,20.2597,38.91,100,80,2.3
311,Jequie,BR,2021-05-28 01:37:52,-13.8575,-40.0836,63.41,90,9,2.17
312,Hambantota,LK,2021-05-28 01:31:11,6.1241,81.1185,79.14,100,20,20.98
313,Nouadhibou,MR,2021-05-28 01:33:42,20.931,-17.0347,64.38,82,0,17.27
314,Pelym,RU,2021-05-28 01:37:52,61.0108,61.9978,46.85,48,33,2.26
315,Dwarka,IN,2021-05-28 01:33:11,22.2394,68.9678,83.77,77,43,16.69
316,Paramonga,PE,2021-05-28 01:37:53,-10.6667,-77.8333,66.13,92,70,6.13
317,Mitsamiouli,KM,2021-05-28 01:31:29,-11.3847,43.2844,75.69,60,2,4.14
318,Halifax,CA,2021-05-28 01:35:47,44.6453,-63.5724,62.65,67,20,12.66
319,Namibe,AO,2021-05-28 01:31:53,-15.1961,12.1522,73.71,59,3,1.99
320,Dzilam Gonzalez,MX,2021-05-28 01:37:54,21.2833,-88.9333,77.67,78,100,8.21
321,Tura,IN,2021-05-28 01:32:19,25.5198,90.2201,79.21,84,36,5.41
322,Mercedes,AR,2021-05-28 01:37:54,-34.6515,-59.4307,61.86,92,20,8.52
323,Panjab,AF,2021-05-28 01:37:54,34.388,67.0233,53.53,50,4,2.77
324,Dutlwe,BW,2021-05-28 01:37:55,-23.9833,23.9,53.6,39,0,6.13
325,Lexington,US,2021-05-28 01:36:07,37.9887,-84.4777,77.0,51,1,6.2
326,Toktogul,KG,2021-05-28 01:37:55,41.8708,72.9402,65.59,63,4,0.83
327,Aberystwyth,GB,2021-05-28 01:37:56,52.4155,-4.0829,54.3,88,100,3.49
328,Seddon,AU,2021-05-28 01:37:56,-37.8068,144.8916,57.2,60,90,5.01
329,Scarborough,GB,2021-05-28 01:37:56,54.2797,-0.4044,51.91,89,86,1.01
330,Fare,PF,2021-05-28 01:31:42,-16.7,-151.0167,80.22,73,24,8.48
331,Ramjibanpur,IN,2021-05-28 01:37:58,22.8333,87.6167,88.21,63,80,16.26
332,Shelburne,CA,2021-05-28 01:34:17,44.0787,-80.2041,48.13,60,100,5.32
333,Las Choapas,MX,2021-05-28 01:37:59,17.9333,-94.0833,80.73,76,58,8.97
334,Cabo San Lucas,MX,2021-05-28 01:27:42,22.8909,-109.9124,90.81,25,20,6.91
335,Rosarito,MX,2021-05-28 01:38:00,32.3333,-117.0333,73.08,71,3,9.15
336,Port Shepstone,ZA,2021-05-28 01:38:00,-30.7414,30.455,70.7,46,26,11.3
337,Urumqi,CN,2021-05-28 01:38:00,43.801,87.6005,81.55,20,0,8.25
338,Mudkhed,IN,2021-05-28 01:38:01,19.1667,77.5167,85.66,55,92,15.61
339,Grindavik,IS,2021-05-28 01:30:36,63.8424,-22.4338,46.87,61,75,35.88
340,Honiara,SB,2021-05-28 01:38:01,-9.4333,159.95,78.4,86,100,1.48
341,Pucallpa,PE,2021-05-28 01:38:02,-8.3791,-74.5539,74.97,82,20,1.63
342,Hudson Bay,CA,2021-05-28 01:38:02,52.85,-102.3842,52.57,57,15,10.54
343,Saint-Louis,SN,2021-05-28 01:30:42,16.3333,-15.0,78.37,36,6,11.52
344,Rayadrug,IN,2021-05-28 01:38:03,14.7,76.8667,76.78,74,4,18.7
345,Katsuura,JP,2021-05-28 01:31:09,35.1333,140.3,73.51,73,100,11.23
346,Boda,CF,2021-05-28 01:38:03,4.3189,17.4695,70.57,95,86,1.92
347,Caucaia,BR,2021-05-28 01:38:04,-3.7361,-38.6531,82.35,72,75,9.95
348,Tromso,NO,2021-05-28 01:33:33,69.6496,18.957,39.85,75,75,1.99
349,Stykkisholmur,IS,2021-05-28 01:38:04,65.0757,-22.7297,46.58,67,67,8.46
350,Villarrica,PY,2021-05-28 01:38:04,-25.75,-56.4333,68.63,70,100,3.98
351,Awbari,LY,2021-05-28 01:33:18,26.5921,12.7805,83.71,14,27,10.38
352,Pouebo,NC,2021-05-28 01:38:05,-20.4,164.5667,76.62,53,46,3.56
353,Vardo,NO,2021-05-28 01:29:11,70.3705,31.1107,37.09,77,98,22.84
354,Turukhansk,RU,2021-05-28 01:31:36,65.8167,87.9833,44.28,73,100,12.82
355,Grand Island,US,2021-05-28 01:29:59,40.925,-98.342,57.49,65,75,4.0
356,Yakeshi,CN,2021-05-28 01:38:06,49.2833,120.7333,52.12,66,100,11.07
357,Redmond,US,2021-05-28 01:34:24,47.674,-122.1215,58.91,78,100,5.99
358,Pisco,PE,2021-05-28 01:31:19,-13.7,-76.2167,66.25,82,90,8.05
359,Itambe,BR,2021-05-28 01:38:06,-15.245,-40.6244,64.83,74,2,1.32
360,Moron,AR,2021-05-28 01:29:42,-34.6534,-58.6198,64.29,73,11,3.0
361,Poya,NC,2021-05-28 01:33:24,-21.35,165.15,75.85,59,84,7.05
362,Kushima,JP,2021-05-28 01:31:10,31.4583,131.2333,69.84,54,100,3.94
363,Roald,NO,2021-05-28 01:38:07,62.5833,6.1333,48.34,93,90,9.22
364,Kahului,US,2021-05-28 01:27:30,20.8947,-156.47,87.82,63,40,21.85
365,Shiyan,CN,2021-05-28 01:38:08,32.6475,110.7781,82.33,46,100,3.33
366,Port Augusta,AU,2021-05-28 01:38:08,-32.5,137.7667,59.7,51,100,6.08
367,Miyako,JP,2021-05-28 01:38:08,39.6367,141.9525,64.44,71,79,2.51
368,Yulara,AU,2021-05-28 01:33:06,-25.2406,130.9889,53.44,47,100,16.11
369,Nizhniy Tsasuchey,RU,2021-05-28 01:38:09,50.5167,115.1333,58.41,38,8,10.51
370,Barreiras,BR,2021-05-28 01:36:21,-12.1528,-44.99,70.47,59,19,2.64
371,Kupang,ID,2021-05-28 01:32:46,-10.1667,123.5833,84.78,58,20,16.11
372,Kenai,US,2021-05-28 01:38:09,60.5544,-151.2583,62.02,66,1,27.63
373,Le Port,RE,2021-05-28 01:38:10,-20.9373,55.2919,71.6,75,1,3.8
374,Gualeguay,AR,2021-05-28 01:38:10,-33.1416,-59.3097,55.51,92,54,8.28
375,Sisimiut,GL,2021-05-28 01:38:10,66.9395,-53.6735,34.72,90,79,1.95
376,Sistranda,NO,2021-05-28 01:38:11,63.7256,8.834,43.9,75,12,12.5
377,Felipe Carrillo Puerto,MX,2021-05-28 01:38:11,19.5833,-88.05,76.42,86,19,4.05
378,Portland,US,2021-05-28 01:29:34,45.5234,-122.6762,62.58,57,75,1.01
379,Luena,AO,2021-05-28 01:38:11,-11.7833,19.9167,49.21,48,0,4.03
380,Lamu,KE,2021-05-28 01:38:12,-2.2717,40.902,73.62,84,56,14.58
381,Walvis Bay,NA,2021-05-28 01:31:49,-22.9575,14.5053,56.35,76,7,13.94
382,Tual,ID,2021-05-28 01:38:12,-5.6667,132.75,81.84,76,17,19.6
383,Vestmannaeyjar,IS,2021-05-28 01:33:34,63.4427,-20.2734,45.5,87,100,42.93
384,Khandyga,RU,2021-05-28 01:32:49,62.6667,135.6,66.07,26,92,4.56
385,Valparaiso,CL,2021-05-28 01:32:14,-33.0393,-71.6273,56.32,87,100,6.29
386,Tawang,IN,2021-05-28 01:38:13,27.5833,91.8667,54.39,98,100,2.42
387,Saint-Joseph,RE,2021-05-28 01:32:26,-21.3667,55.6167,70.18,77,15,2.01
388,Saint Helens,GB,2021-05-28 01:38:14,53.45,-2.7333,55.29,82,99,2.8
389,Antalaha,MG,2021-05-28 01:38:14,-14.9003,50.2788,68.97,85,15,6.06
390,Hay River,CA,2021-05-28 01:31:22,60.8156,-115.7999,57.18,41,75,8.05
391,Berlevag,NO,2021-05-28 01:32:14,70.8578,29.0864,35.96,81,100,23.71
392,Akom,CM,2021-05-28 01:38:14,2.6678,12.7109,67.86,98,100,1.43
393,Alcaniz,ES,2021-05-28 01:38:15,41.05,-0.1333,60.08,59,100,6.22
394,Nagar Karnul,IN,2021-05-28 01:38:15,16.4821,78.3247,82.78,59,98,15.01
395,Mitu,CO,2021-05-28 01:33:24,1.1983,-70.1733,71.29,98,46,2.15
396,Karlstad,SE,2021-05-28 01:38:16,59.3793,13.5036,37.96,93,40,7.11
397,Solnice,CZ,2021-05-28 01:38:16,50.2037,16.2376,48.87,92,97,2.53
398,Poso,ID,2021-05-28 01:38:16,-1.3959,120.7524,87.44,53,2,2.3
399,Bac Lieu,VN,2021-05-28 01:31:17,9.285,105.7244,84.69,71,66,6.29
400,Longhua,CN,2021-05-28 01:38:17,23.6137,114.1919,91.27,56,95,6.51
401,Asau,RO,2021-05-28 01:30:27,46.4333,26.4,58.39,100,71,3.76
402,Dunedin,NZ,2021-05-28 01:30:54,-45.8742,170.5036,48.79,79,100,8.01
403,Jega,NG,2021-05-28 01:38:17,12.2175,4.3792,87.57,43,61,7.58
404,Tymovskoye,RU,2021-05-28 01:38:18,50.8456,142.655,57.47,47,93,3.78
405,Nortelandia,BR,2021-05-28 01:38:18,-14.4547,-56.8028,73.99,61,83,3.51
406,Tignere,CM,2021-05-28 01:38:19,7.3667,12.65,65.84,91,77,2.64
407,Lata,PT,2021-05-28 01:38:19,40.1629,-8.3327,59.72,88,88,2.35
408,Ilhabela,BR,2021-05-28 01:38:19,-23.7781,-45.3581,67.95,86,7,5.5
409,Palmer,US,2021-05-28 01:38:20,42.1584,-72.3287,65.75,62,75,5.7
410,Bulaevo,KZ,2021-05-28 01:38:20,54.9056,70.4439,50.14,65,0,7.31
411,Mityana,UG,2021-05-28 01:38:20,0.4175,32.0228,60.37,95,60,1.28
412,Hajipur,IN,2021-05-28 01:38:21,25.6833,85.2167,71.58,100,90,23.8
413,Atasu,KZ,2021-05-28 01:38:21,48.6814,71.6433,59.56,48,1,18.79
414,Shangrao,CN,2021-05-28 01:37:03,28.4532,117.9686,71.35,93,100,2.1
415,Tateyama,JP,2021-05-28 01:33:29,34.9833,139.8667,73.42,73,100,10.22
416,Kaliganj,BD,2021-05-28 01:38:22,23.4095,89.1402,85.71,79,66,15.64
417,Yumen,CN,2021-05-28 01:30:30,40.2833,97.2,80.82,8,7,14.92
418,Santa Marinella,IT,2021-05-28 01:38:22,42.0345,11.8536,60.94,66,2,8.46
419,Inirida,CO,2021-05-28 01:32:25,3.8653,-67.9239,70.48,99,68,2.46
420,Kieta,PG,2021-05-28 01:31:33,-6.2167,155.6333,77.27,95,100,1.99
421,Mount Isa,AU,2021-05-28 01:31:12,-20.7333,139.5,69.57,23,5,13.8
422,Nyurba,RU,2021-05-28 01:31:39,63.2842,118.3319,60.57,55,100,6.31
423,Ngunguru,NZ,2021-05-28 01:38:23,-35.6167,174.5,67.15,59,4,11.36
424,Altay,CN,2021-05-28 01:38:23,47.8667,88.1167,75.51,30,10,8.68
425,Vila Franca Do Campo,PT,2021-05-28 01:30:14,37.7167,-25.4333,57.61,75,83,5.64
426,Puerto Suarez,BO,2021-05-28 01:30:27,-18.95,-57.8,77.05,57,50,3.38
427,Aksu,CN,2021-05-28 01:38:24,41.1231,80.2644,78.87,14,40,3.94
428,Colares,PT,2021-05-28 01:38:24,38.7992,-9.4469,62.89,51,33,10.0
429,Dosso,NE,2021-05-28 01:38:25,13.049,3.1937,88.79,38,100,8.77
430,Udachnyy,RU,2021-05-28 01:32:08,66.4167,112.4,54.18,56,89,12.41
431,Tigre,AR,2021-05-28 01:38:25,-34.426,-58.5796,64.54,73,0,6.91
432,Entre Rios,BR,2021-05-28 01:38:26,-11.9419,-38.0844,64.35,88,64,2.19
433,La Cruz,MX,2021-05-28 01:38:26,23.9167,-106.9,83.46,71,56,5.99
434,Nabire,ID,2021-05-28 01:29:58,-3.3667,135.4833,83.57,79,98,2.93
435,Geraldton,AU,2021-05-28 01:29:59,-28.7667,114.6,64.81,72,90,6.93
436,Barguzin,RU,2021-05-28 01:38:26,53.6167,109.6167,52.12,37,0,6.58
437,Talnakh,RU,2021-05-28 01:30:36,69.4865,88.3972,25.84,72,100,1.52
438,Vao,NC,2021-05-28 01:31:17,-22.6667,167.4833,71.58,69,92,12.75
439,Omboue,GA,2021-05-28 01:38:27,-1.5746,9.2618,74.97,92,100,4.81
440,Forecariah,GN,2021-05-28 01:38:27,9.4306,-13.0881,79.03,85,56,3.29
441,Tahe,CN,2021-05-28 01:38:28,52.3333,124.7333,56.17,50,98,4.14
442,Cabo Rojo,PR,2021-05-28 01:37:56,18.0866,-67.1457,77.72,92,26,1.01
443,Shirokiy,RU,2021-05-28 01:38:28,49.758,129.523,56.07,72,95,9.66
444,Metro,ID,2021-05-28 01:38:28,-5.1131,105.3067,83.48,75,100,2.28
445,Alindao,CF,2021-05-28 01:38:29,5.0267,21.2088,69.24,98,100,2.17
446,The Valley,AI,2021-05-28 01:34:40,18.217,-63.0578,80.46,77,2,12.88
447,Carutapera,BR,2021-05-28 01:38:29,-1.195,-46.02,75.81,93,63,4.21
448,Koutiala,ML,2021-05-28 01:38:30,12.3917,-5.4642,87.49,42,48,7.85
449,Prince Rupert,CA,2021-05-28 01:38:30,54.3161,-130.3201,55.09,81,40,11.5
450,Emerald,AU,2021-05-28 01:38:30,-23.5333,148.1667,68.34,32,53,16.11
451,Makat,KZ,2021-05-28 01:38:31,47.6469,53.3463,77.45,42,100,4.97
452,Matagami,CA,2021-05-28 01:38:31,49.7502,-77.6328,33.91,60,90,5.17
453,Mazara Del Vallo,IT,2021-05-28 01:38:31,37.6641,12.588,66.54,63,99,5.88
454,Mahajanga,MG,2021-05-28 01:38:32,-15.7167,46.3167,68.02,88,20,3.44
455,Sembe,CG,2021-05-28 01:38:32,1.6481,14.5806,71.17,96,100,1.41
456,Klyuchi,RU,2021-05-28 01:38:32,52.2667,79.1667,52.95,49,0,11.01
457,Cankuzo,BI,2021-05-28 01:38:33,-3.1333,30.5833,57.51,91,86,3.49
458,Alihe,CN,2021-05-28 01:38:33,50.5667,123.7167,55.13,67,94,2.51
459,Delta,NG,2021-05-28 01:38:33,5.5,6.0,74.73,98,21,2.98
460,Mao,ES,2021-05-28 01:38:33,39.8885,4.2658,61.36,88,0,3.44
461,Lavrentiya,RU,2021-05-28 01:28:22,65.5833,-171.0,34.9,88,6,9.42
462,Buford,US,2021-05-28 01:38:34,34.1207,-84.0043,78.3,69,40,1.01
463,Kanker,IN,2021-05-28 01:38:34,20.2719,81.4931,88.61,30,100,6.73
464,Katobu,ID,2021-05-28 01:38:35,-4.9408,122.5276,83.62,65,38,9.86
465,Maceio,BR,2021-05-28 01:38:35,-9.6658,-35.7353,78.24,83,75,9.64
466,Mana,GF,2021-05-28 01:38:35,5.6592,-53.7767,75.97,94,100,9.66
467,Pokosnoye,RU,2021-05-28 01:38:36,55.5258,101.0536,51.84,37,100,11.1
468,Padang,ID,2021-05-28 01:32:09,-0.9492,100.3543,80.65,74,100,1.83
469,Mareeba,AU,2021-05-28 01:38:36,-17.0,145.4333,76.48,68,8,9.93
470,Wuwei,CN,2021-05-28 01:28:24,37.9281,102.6414,68.41,24,24,3.02
471,Malibu,US,2021-05-28 01:35:26,34.005,-118.8101,79.09,83,11,4.0
472,Quelimane,MZ,2021-05-28 01:38:37,-17.8786,36.8883,62.51,93,0,2.95
473,Sampit,ID,2021-05-28 01:38:37,-2.5333,112.95,88.52,61,2,3.0
474,Ampanihy,MG,2021-05-28 01:38:37,-24.7,44.75,60.35,92,0,4.79
475,Aketi,CD,2021-05-28 01:38:38,2.7388,23.7833,67.55,99,93,1.52
476,Graaff-Reinet,ZA,2021-05-28 01:38:38,-32.2522,24.5308,51.93,51,82,4.38
477,Mariestad,SE,2021-05-28 01:38:39,58.7097,13.8237,46.89,88,99,5.82
478,San Carlos De Bariloche,AR,2021-05-28 01:38:39,-41.1456,-71.3082,44.44,75,90,26.49
479,Lebork,PL,2021-05-28 01:37:23,54.5392,17.7501,49.55,96,58,2.8
480,Daoukro,CI,2021-05-28 01:38:39,7.0591,-3.9631,73.02,99,96,2.8
481,Reyes,BO,2021-05-28 01:38:40,-14.3167,-67.3833,71.11,85,100,2.01
482,Fukue,JP,2021-05-28 01:38:40,32.6881,128.8419,71.96,88,75,13.8
483,Ryotsu,JP,2021-05-28 01:38:40,38.0833,138.4333,67.96,68,6,10.65
484,Sabla,NG,2021-05-28 01:38:41,12.7525,4.7077,86.29,41,76,7.67
485,Rognan,NO,2021-05-28 01:36:23,67.0953,15.3878,44.76,86,93,4.36
486,Wamba,NG,2021-05-28 01:38:41,8.9333,8.6,74.79,86,73,1.97
487,Ipojuca,BR,2021-05-28 01:38:41,-8.3989,-35.0639,73.31,89,100,6.96
488,Shasta Lake,US,2021-05-28 01:38:42,40.6804,-122.3708,86.72,31,77,1.01
489,Baneh,IR,2021-05-28 01:38:42,35.9975,45.8853,60.26,26,0,4.94
490,Dustlik,UZ,2021-05-28 01:33:09,40.5247,68.0358,81.3,31,7,8.88
491,Gboko,NG,2021-05-28 01:38:43,7.3179,8.9951,77.14,81,11,9.71
492,Alma,CA,2021-05-28 01:38:43,48.5501,-71.6491,41.83,51,11,13.69
493,Smithers,CA,2021-05-28 01:34:04,54.7804,-127.1743,50.32,81,90,10.36
494,Campo Verde,BR,2021-05-28 01:35:36,-20.4167,-54.0667,78.01,65,93,4.36
495,Pombia,IT,2021-05-28 01:31:02,45.653,8.6336,60.24,74,0,10.36
496,Garowe,SO,2021-05-28 01:38:44,8.4054,48.4845,74.89,70,100,17.25
497,Vieste,IT,2021-05-28 01:38:44,41.8825,16.175,57.7,68,8,8.61
498,Kuri,KR,2021-05-28 01:38:44,37.5986,127.1394,57.06,88,90,5.68
499,Pyshma,RU,2021-05-28 01:38:45,56.9523,63.2513,51.71,65,19,5.77
500,Trairi,BR,2021-05-28 01:35:52,-3.2778,-39.2689,77.18,85,54,8.5
501,Grand Gaube,MU,2021-05-28 01:31:28,-20.0064,57.6608,74.37,76,9,5.01
502,Moa,CU,2021-05-28 01:38:45,20.6569,-74.9403,77.07,86,27,9.78
503,Acarau,BR,2021-05-28 01:33:39,-2.8856,-40.12,78.22,82,18,12.26
504,Harlingen,US,2021-05-28 01:38:03,26.1906,-97.6961,83.32,74,1,19.57
505,Kurilsk,RU,2021-05-28 01:38:46,45.2333,147.8833,47.75,72,96,8.63
506,Tecpan,GT,2021-05-28 01:38:46,14.7623,-90.9947,56.37,93,63,3.83
507,Haines Junction,CA,2021-05-28 01:32:03,60.7522,-137.5108,53.55,40,100,14.97
508,Okakarara,NA,2021-05-28 01:33:43,-20.5833,17.4333,50.25,53,0,3.56
509,Iwanai,JP,2021-05-28 01:38:47,42.9744,140.5089,56.61,88,100,3.67
510,Gizo,SB,2021-05-28 01:38:47,-8.103,156.8419,77.76,93,100,10.92
511,Hobyo,SO,2021-05-28 01:31:20,5.3505,48.5268,77.97,82,94,16.35
512,Santa,PH,2021-05-28 01:38:48,17.486,120.4348,89.8,60,52,6.46
513,Klaksvik,FO,2021-05-28 01:30:32,62.2266,-6.589,45.52,85,91,13.49
514,Gaoua,BF,2021-05-28 01:38:48,10.2992,-3.2508,82.27,56,77,7.07
515,Sola,VU,2021-05-28 01:32:33,-13.8833,167.55,77.41,61,93,9.48
516,Basoko,CD,2021-05-28 01:32:19,1.2391,23.616,71.89,91,98,2.57
517,Karasburg,NA,2021-05-28 01:38:49,-28.0167,18.75,54.52,52,0,6.31
518,Wukari,NG,2021-05-28 01:38:49,7.85,9.7833,77.7,78,6,5.77
519,Karratha,AU,2021-05-28 01:38:49,-20.7377,116.8463,81.52,39,55,17.81
520,Pitea,SE,2021-05-28 01:38:50,65.3172,21.4794,42.89,80,100,7.58
521,Auki,SB,2021-05-28 01:36:59,-8.7676,160.7034,78.12,83,100,2.48
522,Ciudad Bolivar,VE,2021-05-28 01:38:50,8.1222,-63.5497,77.94,81,95,12.71
523,Flinders,AU,2021-05-28 01:32:02,-34.5833,150.8552,62.19,45,37,5.99
524,Olean,US,2021-05-28 01:38:51,42.0776,-78.4297,56.08,66,1,4.56
525,Arkhipo-Osipovka,RU,2021-05-28 01:38:51,44.37,38.52,59.29,86,9,5.21
526,Lincoln,US,2021-05-28 01:38:51,40.8,-96.667,60.75,78,90,1.99
527,Dongkan,CN,2021-05-28 01:38:52,33.9997,119.8308,82.0,21,0,17.16
528,Koulikoro,ML,2021-05-28 01:38:52,14.0,-7.75,89.58,27,98,4.81
529,Muhos,FI,2021-05-28 01:38:53,64.808,25.9931,38.98,93,98,3.2
530,Imeni Stepana Razina,RU,2021-05-28 01:38:53,54.8932,44.2963,58.86,78,83,6.24
531,Zyryanka,RU,2021-05-28 01:38:53,65.75,150.85,62.28,25,9,18.43
532,Los Llanos De Aridane,ES,2021-05-28 01:30:33,28.6585,-17.9182,64.15,76,90,10.31
533,Silver City,US,2021-05-28 01:38:54,32.7701,-108.2803,80.56,10,1,10.31
534,Santa Vitoria Do Palmar,BR,2021-05-28 01:38:54,-33.5189,-53.3681,55.78,89,0,7.38
535,Kokoda,PG,2021-05-28 01:38:54,-8.8785,147.7407,85.8,64,78,4.09
536,Santo Domingo,DO,2021-05-28 01:34:20,18.5001,-69.9886,79.03,83,96,3.0
537,Sorong,ID,2021-05-28 01:38:55,-0.8833,131.25,83.64,74,14,5.46
538,Kralendijk,BQ,2021-05-28 01:35:25,12.15,-68.2667,82.38,78,20,17.27
539,Kielce,PL,2021-05-28 01:38:55,50.8703,20.6275,45.81,88,76,5.12
540,Almenara,BR,2021-05-28 01:38:56,-16.1836,-40.6944,68.72,70,3,2.53
541,Chernyshevskiy,RU,2021-05-28 01:38:56,63.0128,112.4714,56.48,61,70,6.82
542,Manadhoo,MV,2021-05-28 01:38:57,5.7667,73.3833,82.22,78,62,20.04
543,Chancay,PE,2021-05-28 01:38:57,-11.5714,-77.2672,67.32,91,64,5.41
544,San Juan De Los Morros,VE,2021-05-28 01:38:58,9.9115,-67.3538,73.78,89,81,1.16
545,Morgan City,US,2021-05-28 01:38:58,29.6994,-91.2068,78.01,88,20,5.91
546,Suba,PH,2021-05-28 01:38:59,10.8438,121.0102,85.28,69,32,6.64
547,Baghdad,IQ,2021-05-28 01:36:38,33.3406,44.4009,76.91,31,0,8.61
548,Sokoni,TZ,2021-05-28 01:38:59,-6.4333,39.55,76.86,71,47,14.63
549,Batticaloa,LK,2021-05-28 01:39:00,7.7102,81.6924,81.07,67,14,5.32
550,Jaisalmer,IN,2021-05-28 01:39:00,26.9147,70.9181,86.16,59,4,20.4
551,Gisborne,NZ,2021-05-28 01:39:01,-38.6533,178.0042,58.95,45,62,5.68
552,Pietarsaari,FI,2021-05-28 01:39:01,63.65,22.6833,40.89,88,100,7.45
553,Kismayo,SO,2021-05-28 01:32:24,-0.3582,42.5454,76.84,81,81,9.78
554,Adrar,MR,2021-05-28 01:31:38,20.5022,-10.0711,86.92,21,20,10.94
555,Porto Torres,IT,2021-05-28 01:39:02,40.835,8.3972,53.78,65,93,3.53
556,Sterling,US,2021-05-28 01:29:40,39.0062,-77.4286,75.45,68,75,5.75
557,Kawalu,ID,2021-05-28 01:39:02,-7.3817,108.2082,81.12,75,53,2.42
558,Tacuati,PY,2021-05-28 01:39:03,-23.45,-56.5833,73.85,70,100,3.47
559,Sargatskoye,RU,2021-05-28 01:39:03,55.6101,73.4972,50.45,61,91,5.88
