City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
222,Kwidzyn,PL,2021-05-28 01:50:05,53.7249,18.9311,47.26,90,22,6.06,few clouds
223,Sinjar,IQ,2021-05-28 01:50:05,36.3209,41.8754,77.2,22,0,6.49,clear sky
224,Rio Gallegos,AR,2021-05-28 01:50:06,-51.6226,-69.2181,28.45,86,20,16.11,few clouds
225,Ishigaki,JP,2021-05-28 01:50:06,24.3448,124.1572,86.13,84,75,17.27,broken clouds
226,College,US,2021-05-28 01:50:06,64.8569,-147.8028,57.58,44,75,19.57,broken clouds
227,Asau,RO,2021-05-28 01:50:07,46.4333,26.4,58.39,100,71,3.76,broken clouds
228,Coari,BR,2021-05-28 01:50:07,-4.085,-63.1414,79.07,77,100,2.01,overcast clouds
229,Dakar,SN,2021-05-28 01:50:07,14.6937,-17.4441,70.68,84,5,15.77,clear sky
230,Songjianghe,CN,2021-05-28 01:50:08,42.1859,127.479,54.19,76,100,0.96,overcast clouds
231,Issaquah,US,2021-05-28 01:49:59,47.5301,-122.0326,58.41,85,40,1.01,light rain
232,Honiara,SB,2021-05-28 01:50:08,-9.4333,159.95,78.4,86,100,1.48,overcast clouds
233,Baykit,RU,2021-05-28 01:50:09,61.67,96.37,44.64,73,100,11.16,light rain
234,Tiznit,MA,2021-05-28 01:50:09,29.5833,-9.5,63.5,75,94,2.15,overcast clouds
235,Presidente Dutra,BR,2021-05-28 01:50:09,-5.29,-44.49,72.45,68,29,2.42,scattered clouds
236,Roald,NO,2021-05-28 01:50:10,62.5833,6.1333,48.34,93,90,9.22,overcast clouds
237,Ha Giang,VN,2021-05-28 01:50:10,22.8333,104.9833,85.41,80,96,3.31,overcast clouds
238,Ladario,BR,2021-05-28 01:50:10,-19.0047,-57.6017,75.99,59,46,2.06,scattered clouds
239,Ascension,US,2021-05-28 01:50:11,30.2169,-90.9001,80.6,74,1,6.91,clear sky
240,Oeiras,BR,2021-05-28 01:48:36,-7.0253,-42.1311,73.87,49,19,4.59,few clouds
241,Fort Collins,US,2021-05-28 01:48:21,40.5853,-105.0844,73.99,41,1,1.01,clear sky
242,Khatanga,RU,2021-05-28 01:50:12,71.9667,102.5,31.69,88,92,11.68,overcast clouds
243,Miraflores,MX,2021-05-28 01:50:12,19.2167,-98.8083,73.87,60,97,2.21,overcast clouds
244,Dingle,PH,2021-05-28 01:50:12,10.9995,122.6711,88.63,63,59,4.45,broken clouds
245,Weinfelden,CH,2021-05-28 01:50:13,47.5667,9.1,47.82,94,0,0.67,clear sky
246,Port Blair,IN,2021-05-28 01:45:55,11.6667,92.75,80.64,89,40,0.0,scattered clouds
247,Yulara,AU,2021-05-28 01:50:13,-25.2406,130.9889,53.44,47,100,16.11,overcast clouds
248,Castro,BR,2021-05-28 01:50:13,-24.7911,-50.0119,58.51,87,39,2.59,scattered clouds
249,Parana,AR,2021-05-28 01:50:14,-31.732,-60.5238,63.57,66,100,8.3,overcast clouds
250,Codrington,AU,2021-05-28 01:50:14,-38.2667,141.9667,55.29,54,98,10.11,overcast clouds
251,Charyshskoye,RU,2021-05-28 01:50:15,51.3978,83.5598,51.98,83,77,5.01,broken clouds
252,Mnogovershinnyy,RU,2021-05-28 01:50:15,53.9353,139.9242,53.38,48,59,3.8,light rain
253,Beian,NO,2021-05-28 01:50:15,63.6559,9.5683,45.55,87,20,10.36,few clouds
254,Caravelas,BR,2021-05-28 01:50:16,-17.7125,-39.2481,73.29,84,32,5.39,scattered clouds
255,Channel-Port Aux Basques,CA,2021-05-28 01:50:16,47.5702,-59.1367,42.35,69,3,20.42,clear sky
256,Flinders,AU,2021-05-28 01:50:16,-34.5833,150.8552,63.18,44,37,5.01,scattered clouds
257,Sakaiminato,JP,2021-05-28 01:50:17,35.55,133.2333,75.13,56,20,4.61,few clouds
258,Abu Samrah,SY,2021-05-28 01:50:17,35.3029,37.1841,66.27,60,0,8.43,clear sky
259,Bambanglipuro,ID,2021-05-28 01:50:17,-7.95,110.2833,67.6,73,12,5.35,few clouds
260,Bocaiuva,BR,2021-05-28 01:50:18,-17.1078,-43.815,69.51,72,86,2.8,overcast clouds
261,Tornio,FI,2021-05-28 01:50:18,65.8481,24.1466,32.02,80,100,2.91,overcast clouds
262,Fergus Falls,US,2021-05-28 01:50:18,46.283,-96.0776,50.72,65,40,0.0,scattered clouds
263,Kununurra,AU,2021-05-28 01:46:09,-15.7667,128.7333,78.78,27,6,12.66,clear sky
264,Sinjai,ID,2021-05-28 01:50:19,-5.1241,120.253,83.19,79,57,8.95,broken clouds
265,Vardo,NO,2021-05-28 01:50:19,70.3705,31.1107,37.11,77,98,23.44,overcast clouds
266,Punalur,IN,2021-05-28 01:50:19,9.0,76.9333,78.48,90,99,1.36,overcast clouds
267,Saint-Ambroise,CA,2021-05-28 01:50:20,48.5501,-71.3324,41.31,48,5,11.01,clear sky
268,Cabedelo,BR,2021-05-28 01:50:20,-6.9811,-34.8339,75.87,83,84,9.98,broken clouds
269,Camana,PE,2021-05-28 01:50:20,-16.6228,-72.7111,66.16,86,75,1.3,broken clouds
270,Avera,US,2021-05-28 01:50:21,33.194,-82.5271,83.53,48,3,7.58,clear sky
271,Tautira,PF,2021-05-28 01:50:21,-17.7333,-149.15,84.22,60,52,3.94,broken clouds
272,Esperance,AU,2021-05-28 01:50:21,-33.8667,121.9,58.84,43,0,16.53,clear sky
273,Hobyo,SO,2021-05-28 01:50:22,5.3505,48.5268,77.97,82,94,16.35,overcast clouds
274,Chapleau,CA,2021-05-28 01:50:22,47.8405,-83.4034,39.29,45,20,8.05,few clouds
275,Banda Aceh,ID,2021-05-28 01:50:22,5.5577,95.3222,85.35,65,77,13.15,broken clouds
276,Batagay-Alyta,RU,2021-05-28 01:50:23,67.8006,130.4114,61.05,34,28,7.87,scattered clouds
277,Tremedal,BR,2021-05-28 01:50:23,-14.9758,-41.4108,67.42,62,4,2.98,clear sky
278,Boras,SE,2021-05-28 01:50:23,57.721,12.9401,48.54,88,97,3.18,overcast clouds
279,Northam,GB,2021-05-28 01:50:24,51.0333,-4.2167,52.14,94,100,4.36,light rain
280,Narsaq,GL,2021-05-28 01:50:24,60.9167,-46.05,42.91,64,67,6.06,broken clouds
281,Port-Gentil,GA,2021-05-28 01:50:24,-0.7193,8.7815,77.86,83,100,8.97,overcast clouds
282,Cayenne,GF,2021-05-28 01:50:25,4.9333,-52.3333,76.08,90,20,5.77,light rain
283,Ribeira Grande,PT,2021-05-28 01:50:25,38.5167,-28.7,59.38,64,100,7.05,overcast clouds
284,Santiago De Cao,PE,2021-05-28 01:50:26,-7.9589,-79.2392,64.53,100,90,10.47,overcast clouds
285,Abonnema,NG,2021-05-28 01:50:26,4.7084,6.7931,77.14,90,27,3.31,scattered clouds
286,Vao,NC,2021-05-28 01:50:26,-22.6667,167.4833,71.58,69,92,12.75,overcast clouds
287,Rundu,NA,2021-05-28 01:50:27,-17.9333,19.7667,49.78,47,0,4.83,clear sky
288,Kota Kinabalu,MY,2021-05-28 01:50:21,5.9749,116.0724,87.78,74,20,3.44,few clouds
289,Kjollefjord,NO,2021-05-28 01:50:27,70.9457,27.3465,35.92,78,100,21.09,overcast clouds
290,Onega,RU,2021-05-28 01:50:28,63.9061,38.1404,42.01,93,100,6.42,overcast clouds
291,Sabalgarh,IN,2021-05-28 01:50:28,26.25,77.4,88.3,49,2,8.3,clear sky
292,Severo-Kurilsk,RU,2021-05-28 01:50:28,50.6789,156.125,40.62,80,83,10.49,broken clouds
293,Surt,LY,2021-05-28 01:50:29,31.2089,16.5887,75.61,39,13,9.4,few clouds
294,Tucupita,VE,2021-05-28 01:50:29,9.0622,-62.051,73.63,98,100,3.51,overcast clouds
295,Quelimane,MZ,2021-05-28 01:50:29,-17.8786,36.8883,62.51,93,0,2.95,clear sky
296,Chokwe,MZ,2021-05-28 01:50:30,-24.5333,32.9833,58.48,57,3,6.02,clear sky
297,Georgetown,MY,2021-05-28 01:49:14,5.4112,100.3354,84.13,83,20,1.01,few clouds
298,Kokopo,PG,2021-05-28 01:50:30,-4.352,152.2633,76.71,92,100,6.2,light rain
299,Bang Racham,TH,2021-05-28 01:50:30,14.892,100.3173,87.06,74,100,4.27,overcast clouds
300,Boromo,BF,2021-05-28 01:50:31,11.75,-2.9333,87.49,47,90,10.31,overcast clouds
301,Buchanan,LR,2021-05-28 01:50:31,5.8808,-10.0467,78.76,87,16,2.35,light rain
302,Lazaro Cardenas,MX,2021-05-28 01:50:32,17.9583,-102.2,81.0,67,93,4.9,overcast clouds
303,Dunedin,NZ,2021-05-28 01:50:32,-45.8742,170.5036,48.79,79,100,8.99,overcast clouds
304,Alamosa,US,2021-05-28 01:50:33,37.4695,-105.87,65.71,24,1,10.36,clear sky
305,Lata,PT,2021-05-28 01:50:33,40.1629,-8.3327,59.72,88,88,2.35,overcast clouds
306,Khandbari,NP,2021-05-28 01:50:33,27.3747,87.2039,69.13,97,100,1.68,overcast clouds
307,Mundo Nuevo,MX,2021-05-28 01:50:34,18.7,-95.5,82.65,75,100,13.13,overcast clouds
308,Mountain Home,US,2021-05-28 01:48:29,43.133,-115.6912,80.08,16,20,12.71,few clouds
309,Apac,UG,2021-05-28 01:50:34,1.9756,32.5386,63.1,93,99,1.99,light rain
310,Olafsvik,IS,2021-05-28 01:50:34,64.8945,-23.7142,46.11,74,88,15.37,overcast clouds
311,Harper,LR,2021-05-28 01:50:35,4.375,-7.7169,78.8,85,14,5.86,light rain
312,Charters Towers,AU,2021-05-28 01:50:35,-20.1,146.2667,73.51,30,0,12.75,clear sky
313,Kinsale,IE,2021-05-28 01:50:36,51.7075,-8.5306,50.23,100,75,11.3,broken clouds
314,Olinda,BR,2021-05-28 01:50:36,-8.0089,-34.8553,73.13,88,75,10.71,broken clouds
315,Guerrero Negro,MX,2021-05-28 01:50:36,27.9769,-114.0611,60.96,75,0,22.12,clear sky
316,Pires Do Rio,BR,2021-05-28 01:50:37,-17.2997,-48.2794,71.76,59,30,4.32,scattered clouds
317,Labuan,MY,2021-05-28 01:50:37,5.2767,115.2417,86.16,88,40,0.0,scattered clouds
318,Qaqortoq,GL,2021-05-28 01:50:37,60.7167,-46.0333,42.78,68,97,4.59,overcast clouds
319,Durusu,TR,2021-05-28 01:50:38,41.3053,28.6767,62.78,92,96,11.01,overcast clouds
320,Cockburn Town,TC,2021-05-28 01:50:08,21.4612,-71.1419,78.98,77,2,16.98,clear sky
321,Cabanglasan,PH,2021-05-28 01:50:38,8.1214,125.3275,86.11,61,11,2.01,few clouds
322,Cobija,BO,2021-05-28 01:50:38,-11.0267,-68.7692,72.72,75,24,2.71,few clouds
323,Lakeland Highlands,US,2021-05-28 01:50:39,27.9597,-81.9501,81.88,64,1,2.89,clear sky
324,Boa Vista,BR,2021-05-28 01:50:39,2.8197,-60.6733,76.98,88,40,1.14,scattered clouds
325,Skegness,GB,2021-05-28 01:50:39,53.1436,0.3363,51.96,84,100,11.9,overcast clouds
326,Caxito,AO,2021-05-28 01:50:40,-8.5785,13.6643,77.65,96,71,3.33,broken clouds
327,Kahului,US,2021-05-28 01:49:31,20.8947,-156.47,87.82,64,40,21.85,scattered clouds
328,Pascagoula,US,2021-05-28 01:50:40,30.3658,-88.5561,80.65,79,1,10.98,clear sky
329,Kushima,JP,2021-05-28 01:49:04,31.4583,131.2333,69.84,54,100,3.94,overcast clouds
330,Hyeres,FR,2021-05-28 01:50:41,43.1167,6.1167,61.68,89,0,2.3,clear sky
331,Plouzane,FR,2021-05-28 01:50:41,48.3833,-4.6167,53.69,90,0,5.95,clear sky
332,Novobirilyussy,RU,2021-05-28 01:50:41,56.9514,90.6661,40.39,87,100,12.68,overcast clouds
333,Amalfi,CO,2021-05-28 01:50:42,6.9102,-75.0776,61.41,99,56,1.32,moderate rain
334,Aleksandrovskiy Zavod,RU,2021-05-28 01:50:42,50.9237,117.9374,50.81,57,87,6.58,overcast clouds
335,Horki,BY,2021-05-28 01:50:42,54.2861,30.9842,50.88,91,23,2.91,few clouds
336,Kuching,MY,2021-05-28 01:50:43,1.55,110.3333,82.62,89,20,2.3,few clouds
337,Maba,CN,2021-05-28 01:50:43,24.6841,113.5984,82.17,83,93,0.81,overcast clouds
338,Zacamulpa,MX,2021-05-28 01:50:43,19.3564,-99.3333,68.97,45,79,7.09,broken clouds
339,Mezen,RU,2021-05-28 01:50:44,65.8522,44.24,38.98,89,100,8.14,overcast clouds
340,Glace Bay,CA,2021-05-28 01:50:44,46.1969,-59.957,48.78,77,75,8.01,broken clouds
341,Santa Maria,BR,2021-05-28 01:46:24,-29.6842,-53.8069,54.7,94,0,4.07,clear sky
342,Te Anau,NZ,2021-05-28 01:50:45,-45.4167,167.7167,42.24,94,100,2.19,overcast clouds
343,Katsuura,JP,2021-05-28 01:50:45,35.1333,140.3,73.51,73,100,11.23,overcast clouds
344,Bouna,CI,2021-05-28 01:50:45,9.2667,-3.0,74.8,84,35,4.72,scattered clouds
345,Angoche,MZ,2021-05-28 01:50:46,-16.2325,39.9086,71.13,79,57,5.93,broken clouds
346,Beringovskiy,RU,2021-05-28 01:50:46,63.05,179.3167,33.4,97,100,6.93,overcast clouds
347,Lander,US,2021-05-28 01:50:46,42.833,-108.7307,72.41,28,1,3.44,clear sky
348,Road Town,VG,2021-05-28 01:50:47,18.4167,-64.6167,80.69,74,1,11.74,clear sky
349,Gorele,TR,2021-05-28 01:50:47,41.0308,39.0031,62.04,89,4,1.79,clear sky
350,Sitka,US,2021-05-28 01:50:47,57.0531,-135.33,48.09,76,90,8.05,overcast clouds
351,Longyearbyen,SJ,2021-05-28 01:50:48,78.2186,15.6401,30.04,59,20,10.36,few clouds
352,Thinadhoo,MV,2021-05-28 01:50:48,0.5333,72.9333,84.76,72,86,21.34,overcast clouds
353,Sargatskoye,RU,2021-05-28 01:50:48,55.6101,73.4972,50.45,61,91,5.88,overcast clouds
354,Zhigansk,RU,2021-05-28 01:50:49,66.7697,123.3711,54.23,54,13,19.84,few clouds
355,Bagotville,AU,2021-05-28 01:50:49,-28.9833,153.4167,66.22,62,0,7.11,clear sky
356,Waipawa,NZ,2021-05-28 01:50:49,-41.4122,175.5153,53.46,57,99,5.46,overcast clouds
357,Tabuk,PH,2021-05-28 01:50:50,17.4189,121.4443,91.54,53,77,5.28,broken clouds
358,Huadian,CN,2021-05-28 01:50:50,42.9633,126.7478,59.32,62,100,3.78,overcast clouds
359,Balkanabat,TM,2021-05-28 01:50:50,39.5108,54.3671,73.2,51,0,3.83,clear sky
360,Ojinaga,MX,2021-05-28 01:50:51,29.5667,-104.4167,92.35,25,1,0.0,clear sky
361,Blagoyevo,RU,2021-05-28 01:50:51,63.3667,47.9167,40.51,94,99,5.39,overcast clouds
362,Lerwick,GB,2021-05-28 01:50:52,60.1545,-1.1494,46.4,90,11,6.82,few clouds
363,Yaan,NG,2021-05-28 01:50:52,7.3833,8.5667,76.46,85,14,6.71,few clouds
364,Padang,ID,2021-05-28 01:50:52,-0.9492,100.3543,84.25,74,100,1.83,overcast clouds
365,Verkhniy Baskunchak,RU,2021-05-28 01:50:53,48.2256,46.7217,67.95,47,100,11.01,overcast clouds
366,Lannion,FR,2021-05-28 01:50:53,48.75,-3.4167,52.05,93,90,3.44,overcast clouds
367,Tsabong,BW,2021-05-28 01:50:53,-26.0217,22.401,58.8,29,37,8.25,scattered clouds
368,Ornskoldsvik,SE,2021-05-28 01:50:54,63.2909,18.7153,34.75,93,30,3.89,scattered clouds
369,Moron,AR,2021-05-28 01:50:54,-34.6534,-58.6198,64.29,75,9,3.0,clear sky
370,Akdepe,TM,2021-05-28 01:50:54,42.0551,59.3788,75.29,35,9,7.38,clear sky
371,Sur,OM,2021-05-28 01:50:54,22.5667,59.5289,86.88,54,31,2.64,scattered clouds
372,Ayolas,PY,2021-05-28 01:50:55,-27.4,-56.9,63.84,70,96,5.7,light rain
373,Morondava,MG,2021-05-28 01:50:55,-20.2833,44.2833,66.51,85,1,6.67,clear sky
374,Campbell River,CA,2021-05-28 01:50:55,50.0163,-125.2446,54.93,88,75,3.44,broken clouds
375,Mitu,CO,2021-05-28 01:50:56,1.1983,-70.1733,71.29,98,46,2.15,scattered clouds
376,Sao Filipe,CV,2021-05-28 01:50:56,14.8961,-24.4956,72.99,77,2,7.83,clear sky
377,Makakilo City,US,2021-05-28 01:49:34,21.3469,-158.0858,86.32,55,1,18.41,clear sky
378,Huntsville,US,2021-05-28 01:50:57,34.7304,-86.5861,76.82,81,40,2.98,scattered clouds
379,Kontagora,NG,2021-05-28 01:50:57,10.3999,5.4695,79.57,66,100,6.55,overcast clouds
380,Comodoro Rivadavia,AR,2021-05-28 01:50:57,-45.8667,-67.5,49.86,62,0,11.5,clear sky
381,Lalibela,ET,2021-05-28 01:50:58,12.0333,39.0333,59.67,46,6,6.96,clear sky
382,Gamba,GA,2021-05-28 01:50:58,-2.65,10.0,74.7,93,100,4.27,overcast clouds
383,Salym,RU,2021-05-28 01:50:58,60.0625,71.4789,42.8,48,100,2.86,overcast clouds
384,Larnaca,CY,2021-05-28 01:50:59,34.9167,33.6292,69.67,88,75,0.0,broken clouds
385,Pyaozerskiy,RU,2021-05-28 01:50:59,65.8333,31.1667,41.11,74,100,8.57,overcast clouds
386,Touros,BR,2021-05-28 01:50:59,-5.1989,-35.4608,76.1,86,18,12.71,few clouds
387,San Andres,CO,2021-05-28 01:51:00,12.5847,-81.7006,82.42,83,75,13.8,broken clouds
388,Harqalah,TN,2021-05-28 01:51:00,36.0303,10.509,70.5,75,0,4.61,clear sky
389,Ancud,CL,2021-05-28 01:51:01,-41.8697,-73.8203,49.53,84,100,20.96,light rain
390,Ozernovskiy,RU,2021-05-28 01:51:01,51.5,156.5167,38.61,90,100,9.44,light rain
391,Burnie,AU,2021-05-28 01:51:03,-41.0667,145.9167,52.95,51,27,9.28,scattered clouds
392,Gladstone,AU,2021-05-28 01:51:03,-23.85,151.25,71.78,23,0,8.05,clear sky
393,Saldanha,ZA,2021-05-28 01:51:04,-33.0117,17.9442,57.25,89,100,13.85,overcast clouds
394,Mazamari,PE,2021-05-28 01:51:04,-11.3258,-74.5308,72.39,78,91,2.46,overcast clouds
395,Faya,SA,2021-05-28 01:51:04,18.3851,42.4509,66.31,23,8,5.3,clear sky
396,Vagay,RU,2021-05-28 01:51:05,57.9375,69.0217,45.9,57,73,4.36,broken clouds
397,Banting,MY,2021-05-28 01:51:05,2.8167,101.5,82.53,78,52,1.59,broken clouds
398,Koumac,NC,2021-05-28 01:51:05,-20.5667,164.2833,75.92,60,40,9.93,scattered clouds
399,Vila Velha,BR,2021-05-28 01:50:45,-20.3297,-40.2925,72.95,95,40,1.01,scattered clouds
400,Serebryanyy Bor,RU,2021-05-28 01:51:06,56.8,124.8,43.21,92,100,4.16,light rain
401,Pedasi,PA,2021-05-28 01:51:06,7.5333,-80.0333,69.44,81,100,9.22,overcast clouds
402,Bilma,NE,2021-05-28 01:51:06,18.6853,12.9164,83.64,7,0,5.35,clear sky
403,Vachi,RU,2021-05-28 01:51:07,42.072,47.2151,47.97,80,54,7.02,broken clouds
404,Sakaraha,MG,2021-05-28 01:51:07,-22.9,44.5333,57.94,78,0,2.21,clear sky
405,Shimoda,JP,2021-05-28 01:51:08,34.6667,138.95,78.12,69,100,16.78,overcast clouds
406,La Paz,BO,2021-05-28 01:49:53,-16.5,-68.15,46.38,65,40,6.91,scattered clouds
407,Mehamn,NO,2021-05-28 01:51:08,71.0357,27.8492,35.47,81,100,20.8,overcast clouds
408,Patti,IN,2021-05-28 01:51:08,31.2808,74.8572,84.27,21,0,7.31,clear sky
409,Mocuba,MZ,2021-05-28 01:51:09,-16.8392,36.9856,59.83,98,6,3.4,clear sky
410,Oktyabrskoye,RU,2021-05-28 01:51:09,43.0645,44.7417,50.14,93,1,4.9,clear sky
411,Tuatapere,NZ,2021-05-28 01:51:09,-46.1333,167.6833,49.82,87,100,3.13,overcast clouds
412,Brownsville,US,2021-05-28 01:51:10,25.9018,-97.4975,83.08,82,75,5.01,broken clouds
413,Goderich,CA,2021-05-28 01:51:10,43.7501,-81.7165,48.9,76,100,8.05,overcast clouds
414,Susehri,TR,2021-05-28 01:51:10,40.1644,38.0867,57.13,61,24,2.89,few clouds
415,Araouane,ML,2021-05-28 01:51:11,18.9048,-3.5265,91.26,15,99,10.42,overcast clouds
416,Shingu,JP,2021-05-28 01:51:11,33.7333,135.9833,72.59,59,100,6.38,overcast clouds
417,Awbari,LY,2021-05-28 01:51:11,26.5921,12.7805,83.71,14,27,10.38,scattered clouds
418,Quatre Cocos,MU,2021-05-28 01:51:12,-20.2078,57.7625,74.08,86,42,9.95,scattered clouds
419,Coquimbo,CL,2021-05-28 01:48:32,-29.9533,-71.3436,55.13,87,90,6.2,overcast clouds
420,Aksha,RU,2021-05-28 01:51:12,50.2814,113.2867,57.18,34,0,1.77,clear sky
421,Khilok,RU,2021-05-28 01:51:12,51.3674,110.4676,53.35,55,30,2.48,scattered clouds
422,Tonantins,BR,2021-05-28 01:51:13,-2.8731,-67.8022,73.6,97,79,2.8,broken clouds
423,Nongan,CN,2021-05-28 01:51:13,44.382,125.1685,61.21,51,100,6.82,light rain
424,Odesskoye,RU,2021-05-28 01:51:13,54.2111,72.9651,54.05,53,14,6.4,few clouds
425,Mecca,SA,2021-05-28 01:51:14,21.4267,39.8261,84.29,45,6,6.22,clear sky
426,Port-Cartier,CA,2021-05-28 01:51:14,50.0334,-66.8654,39.74,53,18,16.8,few clouds
427,Buritis,BR,2021-05-28 01:51:03,-15.6178,-46.4233,72.86,59,16,0.67,few clouds
428,Havre-Saint-Pierre,CA,2021-05-28 01:51:15,50.2334,-63.5986,41.36,60,75,17.27,broken clouds
429,Mahonda,TZ,2021-05-28 01:51:15,-6.45,39.4667,77.11,72,52,14.09,light rain
430,Maragogi,BR,2021-05-28 01:51:15,-9.0122,-35.2225,76.6,84,74,11.74,broken clouds
431,Port Hardy,CA,2021-05-28 01:51:16,50.6996,-127.4199,50.18,87,75,9.22,light rain
432,Caohai,CN,2021-05-28 01:51:16,26.8661,104.2841,57.34,90,100,3.67,overcast clouds
433,Saurimo,AO,2021-05-28 01:51:16,-9.6608,20.3916,56.61,50,96,5.37,overcast clouds
434,Solenzo,BF,2021-05-28 01:51:17,12.1833,-4.0833,88.59,41,88,7.96,overcast clouds
435,Belmonte,BR,2021-05-28 01:51:17,-15.8631,-38.8828,75.7,77,3,8.08,clear sky
436,Nantucket,US,2021-05-28 01:51:17,41.2835,-70.0995,66.31,89,1,5.75,clear sky
437,Sisimiut,GL,2021-05-28 01:51:18,66.9395,-53.6735,34.72,90,79,1.95,broken clouds
438,Gorontalo,ID,2021-05-28 01:47:01,0.5412,123.0595,87.98,64,90,6.82,overcast clouds
439,Skjervoy,NO,2021-05-28 01:51:18,70.0311,20.9714,40.14,81,100,21.94,overcast clouds
440,Obihiro,JP,2021-05-28 01:51:19,42.9172,143.2044,53.01,91,100,4.65,overcast clouds
441,Oranjemund,NA,2021-05-28 01:51:19,-28.55,16.4333,54.7,85,6,3.94,clear sky
442,Porosozero,RU,2021-05-28 01:51:19,62.7191,32.727,44.53,93,100,1.79,light rain
443,Talnakh,RU,2021-05-28 01:51:20,69.4865,88.3972,25.84,72,100,1.52,overcast clouds
